0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000170 0.000000 0.000000 0.000498
0.000173 0.000170 0.000000 0.000000
0.000716 0.000871 0.001033 0.000169
0.001683 0.000720 0.001410 0.001214
0.001746 0.000753 0.002008 0.002339
0.021821 0.015231 0.025544 0.019699
0.019293 0.018087 0.014325 0.022312
0.021458 0.016826 0.026921 0.016588
0.080743 0.023020 0.024147 0.032318
0.084321 0.035123 0.030940 0.027523
0.078740 0.034569 0.041265 0.041638
0.068421 0.039096 0.046476 0.049605
0.086137 0.028628 0.036097 0.046649
0.086634 0.045472 0.035586 0.038546
0.092196 0.045089 0.048029 0.052282
0.073551 0.047182 0.052270 0.052686
0.081846 0.045770 0.055002 0.053220
0.095238 0.035503 0.029746 0.065292
0.095137 0.040428 0.041330 0.044304
0.084856 0.051084 0.051941 0.048021
0.029312 0.043027 0.053393 0.038278
0.030293 0.028674 0.046270 0.041841
0.034070 0.027477 0.031544 0.053385
0.024907 0.026537 0.029397 0.034426
0.023274 0.019848 0.026972 0.044227
0.018254 0.029148 0.033265 0.043098
0.013589 0.024813 0.032407 0.032999
0.019772 0.020307 0.029217 0.039801
0.014559 0.014500 0.026800 0.038339
0.013072 0.013699 0.023689 0.031443
0.009970 0.014690 0.021194 0.037415
0.010016 0.015634 0.027223 0.026693
0.004208 0.008746 0.015028 0.052506
0.004139 0.010989 0.020915 0.024963
0.005076 0.010619 0.013540 0.035828
0.002030 0.011274 0.018268 0.024427
0.003638 0.013221 0.016916 0.035836
0.001072 0.002248 0.014344 0.022607
0.001091 0.005275 0.008429 0.021538
0.001188 0.004579 0.012330 0.016416
0.000000 0.007432 0.011666 0.019113
0.002663 0.000000 0.009390 0.015314
0.000000 0.006149 0.007800 0.019455
0.000679 0.003634 0.011775 0.022177
0.000688 0.005464 0.005761 0.015593
0.000763 0.003165 0.004352 0.008789
0.000000 0.000000 0.004583 0.019149
0.000778 0.000883 0.003135 0.006369
0.000000 0.005607 0.006993 0.004950
0.000000 0.002028 0.004608 0.009390
0.000000 0.002075 0.003672 0.006667
0.000000 0.007557 0.002797 0.009494
0.000000 0.000000 0.007418 0.015873
0.001236 0.000000 0.006260 0.005435
0.000000 0.001799 0.001789 0.012848
0.001232 0.006826 0.007519 0.000000
0.000000 0.005068 0.009050 0.003356
0.000000 0.000000 0.002342 0.006920
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.005102 0.000000
0.000000 0.002212 0.002114 0.010989
0.000000 0.000000 0.003106 0.000000
0.000000 0.002770 0.000000 0.000000
0.000000 0.000000 0.004651 0.009524
0.000000 0.000000 0.000000 0.007407
0.000000 0.011050 0.000000 0.000000
0.000000 0.000000 0.009804 0.000000
0.000000 0.010989 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 nan
0.000000 0.000000 nan 0.000000
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
nan nan nan nan
